Variable,Minimum,Maximum
M1,1.565259910257252,10.043813812565466
M2,51.1819635415171,153.20957621593084
M3,0.7200018615608585,5.828827048623526
M4,270214.5358608774,5641797.827799835
M5,18.0,115.0
M6,25963.140802011578,247374.84444103224
M7,0.0,36.0
